name,type,distance,moving_time,total_elevation_gain,start_date
Happy hr p2,Walk,587.4,496,0.0,2022-04-23T02:29:42Z
Happy hr,Walk,5485.7,3594,18.6,2022-04-23T00:09:40Z
GOTV Election Day canvassing,Walk,8647.0,7912,204.0,2022-04-19T18:57:43Z
Sunset errands before returning car rofl,Walk,5732.1,4315,57.2,2022-04-18T19:39:24Z
Post-Sacramento east bay dubs ,Workout,0.0,9034,0.0,2022-04-17T17:05:13Z
HIIT,Workout,0.0,1859,0.0,2022-04-15T05:53:59Z
Pre-twitch huuump day beach Yelp run ,Run,11200.8,4241,34.8,2022-04-13T18:13:36Z
Post-boba office,Walk,1884.0,1560,88.7,2022-04-12T23:49:44Z
Errand x coffee x manager + Anthony,Walk,2753.6,2003,26.7,2022-04-12T18:24:16Z
Walk to manager + Anthony pre-GTM mini golf,Walk,3658.4,2326,0.0,2022-04-11T20:50:05Z
Walk to kc brunch x Abby ,Walk,1507.7,1141,19.8,2022-04-10T15:15:39Z
Run to kc library with backpack ,Run,2137.2,875,29.9,2022-04-08T17:14:38Z
Kc is not pedestrian friendly + it’s COLD,Walk,4852.8,3207,53.1,2022-04-08T16:18:27Z
Kansas City night 1 ride,Ride,0.0,1206,0.0,2022-04-08T04:42:26Z
Post-twitch pre-hackathon errands,Walk,3266.4,2574,89.8,2022-04-06T21:15:30Z
5 min Post-Ride Stretch with Robin Arzón,Workout,0.0,298,0.0,2022-04-06T02:15:55Z
45 min 2000s Ride with Kendall Toole,Ride,17783.2,2697,0.0,2022-04-06T02:11:38Z
Tina time ty Mux feat hill,Walk,4400.3,3869,118.1,2022-04-05T04:09:39Z
"Doubles Devin, Calvin, tiff ",Workout,0.0,8049,0.0,2022-04-04T00:42:45Z
Late 2 tennis p2,Walk,2122.1,1455,0.0,2022-04-04T00:15:51Z
Post-dubs walk hi tiff,Walk,6156.3,4343,94.1,2022-04-03T21:10:45Z
Jean bday dubs,Workout,0.0,7902,0.0,2022-04-03T17:50:45Z
"To GGP, skipping bagels ",Walk,5915.3,4227,93.7,2022-04-03T16:24:02Z
Best swims come after alcohol ,Swim,603.5,961,0.0,2022-04-03T04:04:52Z
canceled twitch stream for a meeting that could’ve been an email lfg,Ride,17339.7,3485,75.8,2022-03-31T23:09:59Z
Best comedy show I’ve been to since Ronny chieng omg ty yelp +T,Walk,1540.9,1053,0.0,2022-03-30T01:51:06Z
Griffin recap ,Walk,501.9,402,13.3,2022-03-30T00:38:37Z
"Y is slack/Twitter going off when I’m on the beach, unlimited PTO is a scam !! ",Run,13984.7,5365,97.5,2022-03-29T21:57:24Z
Beach run and recap with Jen ,Run,4970.9,2682,22.2,2022-03-28T22:13:31Z
Run to Jen while taking a call post-GDC/club day off ,Run,4922.1,1781,14.6,2022-03-28T21:42:54Z
Dumpling home bros brothers brethren ,Walk,2662.6,1695,8.4,2022-03-28T01:08:16Z
Late to gala volunteer Ty movie,Run,724.9,278,0.0,2022-03-27T20:43:50Z
Run to pickup Sam’s pan to impress dinner but too heavy for hill,Run,3333.4,983,9.8,2022-03-26T19:14:46Z
Sam night walk catch-up post-gala ,Walk,8294.6,6420,132.4,2022-03-26T04:50:13Z
To dim sum + Walter! ,Walk,1427.5,915,0.0,2022-03-25T17:45:03Z
"Late to meeting post-iguana man, party, Diane shenanigans rofl ",Run,1346.5,743,0.0,2022-03-24T17:48:46Z
Late to meeting rofl ,Run,711.8,449,0.0,2022-03-23T22:15:21Z
Morning Walk,Walk,1049.7,784,0.0,2022-03-21T17:46:30Z
Last-min karaoke ,Run,121.7,40,2.1,2022-03-20T05:15:21Z
Post-nadal-alcaraz ,Walk,1786.0,1103,17.2,2022-03-20T01:51:35Z
Dubs w/ new ladies,Workout,0.0,4779,0.0,2022-03-16T00:41:25Z
Run to 🎾 bc late ,Run,905.7,580,0.0,2022-03-16T00:24:05Z
Partial of 6-0 loss to Brian I am embarrassed ,Workout,0.0,3656,0.0,2022-03-15T02:51:32Z
Walk back bc that match was embarrassing omg,Walk,6018.8,4500,103.6,2022-03-14T01:37:28Z
Last mixed dubs match of seasonnn,Workout,0.0,4969,0.0,2022-03-13T23:18:52Z
"Yc, vc, web3, bobby in sf happy hr/dinner",Walk,3073.4,2187,10.3,2022-03-11T01:41:40Z
Singles with Jen ,Workout,0.0,6362,0.0,2022-03-10T02:14:06Z
Happy hr to bobs donuts pipeline,Walk,2670.1,2087,47.8,2022-03-09T05:19:24Z
Walk to growsf happy hr,Walk,3230.1,2235,18.0,2022-03-09T02:00:06Z
🌙 🌝 swim,Swim,1042.4,1818,0.0,2022-03-08T04:16:04Z
Chinatown LNY 10K,Run,10611.8,3426,76.8,2022-03-06T16:00:52Z
Point Reyes part ,Walk,8058.9,7002,117.8,2022-03-05T22:49:48Z
Quick borough night run pre-oakland,Run,2592.6,931,50.9,2022-03-05T02:15:41Z
Dubs defeat + Calvin vs Devin+ Kelsey🎾,Workout,0.0,5960,0.0,2022-03-02T02:48:24Z
Bar hopping on a mon-yay,Walk,1720.9,1480,85.1,2022-03-01T06:30:16Z
Jameson🎾,Workout,0.0,4852,0.0,2022-02-28T02:38:43Z
Orchids + tea -> pick up rackets ,Run,6918.2,2361,72.8,2022-02-28T01:07:17Z
To orchids last-min,Run,7131.0,2544,96.8,2022-02-27T22:27:40Z
"Post-pancake party the vc’s came late, artists were early",Run,3295.1,1249,92.5,2022-02-27T20:01:40Z
Light run to sf pancake party !sweat makeup off,Run,4188.5,1422,47.5,2022-02-27T17:40:49Z
“I am never drinking again” -> brunch pipeline,Walk,6787.3,4053,91.8,2022-02-26T19:58:18Z
Rachel and I are aliveeee,Walk,2391.7,2471,60.8,2022-02-26T01:48:02Z
Tourists,Walk,2025.4,1687,0.0,2022-02-25T21:12:16Z
Diane my love post-degeneracy ,Walk,1860.7,1414,0.0,2022-02-25T19:33:18Z
B patisserie x shop b4 meeting Twitter friend ,Walk,2894.3,2078,43.6,2022-02-24T17:38:44Z
Dubs with giggles 🎾🎾,Workout,0.0,6011,0.0,2022-02-24T03:11:51Z
